"market_date","measure_name","measure_value"
"2015-11-28","EWMA","335.35"
"2015-11-28","SMA","331"
"2015-11-29","EWMA","335.04"
"2015-11-29","SMA","333"
"2015-11-30","EWMA","335.16"
"2015-11-30","SMA","336"
"2015-12-01","EWMA","335.79"
"2015-12-01","SMA","340"
"2015-12-02","EWMA","336.60"
"2015-12-02","SMA","342"
"2015-12-03","EWMA","337.56"
"2015-12-03","SMA","344"
"2015-12-04","EWMA","338.66"
"2015-12-04","SMA","346"
"2015-12-05","EWMA","340.00"
"2015-12-05","SMA","349"
"2015-12-06","EWMA","341.69"
"2015-12-06","SMA","353"
"2015-12-07","EWMA","343.81"
"2015-12-07","SMA","358"
"2015-12-08","EWMA","346.30"
"2015-12-08","SMA","363"
"2015-12-09","EWMA","349.38"
"2015-12-09","SMA","370"
"2015-12-10","EWMA","352.84"
"2015-12-10","SMA","376"
"2015-12-11","EWMA","356.50"
"2015-12-11","SMA","381"
"2015-12-12","EWMA","360.60"
"2015-12-12","SMA","388"
"2015-12-13","EWMA","364.81"
"2015-12-13","SMA","393"
"2015-12-14","EWMA","369.12"
"2015-12-14","SMA","398"
"2015-12-15","EWMA","373.39"
"2015-12-15","SMA","402"
"2015-12-16","EWMA","378.15"
"2015-12-16","SMA","410"
"2015-12-17","EWMA","383.20"
"2015-12-17","SMA","417"
"2015-12-18","EWMA","388.37"
"2015-12-18","SMA","423"
"2015-12-19","EWMA","393.78"
"2015-12-19","SMA","430"
"2015-12-20","EWMA","399.27"
"2015-12-20","SMA","436"
"2015-12-21","EWMA","404.56"
"2015-12-21","SMA","440"
"2015-12-22","EWMA","409.56"
"2015-12-22","SMA","443"
"2015-12-23","EWMA","414.04"
"2015-12-23","SMA","444"
"2015-12-24","EWMA","418.19"
"2015-12-24","SMA","446"
"2015-12-25","EWMA","422.20"
"2015-12-25","SMA","449"
"2015-12-26","EWMA","425.68"
"2015-12-26","SMA","449"
"2015-12-27","EWMA","428.58"
"2015-12-27","SMA","448"
"2015-12-28","EWMA","430.97"
"2015-12-28","SMA","447"
"2015-12-29","EWMA","432.79"
"2015-12-29","SMA","445"
"2015-12-30","EWMA","434.12"
"2015-12-30","SMA","443"
"2015-12-31","EWMA","435.01"
"2015-12-31","SMA","441"
"2016-01-01","EWMA","435.53"
"2016-01-01","SMA","439"
"2016-01-02","EWMA","435.72"
"2016-01-02","SMA","437"
"2016-01-03","EWMA","435.63"
"2016-01-03","SMA","435"
"2016-01-04","EWMA","435.42"
"2016-01-04","SMA","434"
"2016-01-05","EWMA","435.24"
"2016-01-05","SMA","434"
"2016-01-06","EWMA","434.95"
"2016-01-06","SMA","433"
"2016-01-07","EWMA","434.70"
"2016-01-07","SMA","433"
"2016-01-08","EWMA","434.48"
"2016-01-08","SMA","433"
"2016-01-09","EWMA","434.29"
"2016-01-09","SMA","433"
"2016-01-10","EWMA","434.38"
"2016-01-10","SMA","435"
"2016-01-11","EWMA","434.72"
"2016-01-11","SMA","437"
"2016-01-12","EWMA","435.15"
"2016-01-12","SMA","438"
"2016-01-13","EWMA","435.65"
"2016-01-13","SMA","439"
"2016-01-14","EWMA","436.09"
"2016-01-14","SMA","439"
"2016-01-15","EWMA","436.47"
"2016-01-15","SMA","439"
"2016-01-16","EWMA","436.15"
"2016-01-16","SMA","434"
"2016-01-17","EWMA","435.48"
"2016-01-17","SMA","431"
"2016-01-18","EWMA","434.38"
"2016-01-18","SMA","427"
"2016-01-19","EWMA","433.03"
"2016-01-19","SMA","424"
"2016-01-20","EWMA","431.34"
"2016-01-20","SMA","420"
"2016-01-21","EWMA","429.87"
"2016-01-21","SMA","420"
"2016-01-22","EWMA","428.07"
"2016-01-22","SMA","416"
"2016-01-23","EWMA","425.85"
"2016-01-23","SMA","411"
"2016-01-24","EWMA","423.40"
"2016-01-24","SMA","407"
"2016-01-25","EWMA","420.88"
"2016-01-25","SMA","404"
"2016-01-26","EWMA","418.17"
"2016-01-26","SMA","400"
"2016-01-27","EWMA","415.42"
"2016-01-27","SMA","397"
"2016-01-28","EWMA","412.64"
"2016-01-28","SMA","394"
"2016-01-29","EWMA","409.70"
"2016-01-29","SMA","390"
"2016-01-30","EWMA","407.27"
"2016-01-30","SMA","391"
"2016-01-31","EWMA","405.15"
"2016-01-31","SMA","391"
"2016-02-01","EWMA","403.18"
"2016-02-01","SMA","390"
"2016-02-02","EWMA","401.34"
"2016-02-02","SMA","389"
"2016-02-03","EWMA","399.61"
"2016-02-03","SMA","388"
"2016-02-04","EWMA","397.71"
"2016-02-04","SMA","385"
"2016-02-05","EWMA","395.80"
"2016-02-05","SMA","383"
"2016-02-06","EWMA","394.27"
"2016-02-06","SMA","384"
"2016-02-07","EWMA","392.80"
"2016-02-07","SMA","383"
"2016-02-08","EWMA","391.27"
"2016-02-08","SMA","381"
"2016-02-09","EWMA","389.80"
"2016-02-09","SMA","380"
"2016-02-10","EWMA","388.27"
"2016-02-10","SMA","378"
"2016-02-11","EWMA","386.80"
"2016-02-11","SMA","377"
"2016-02-12","EWMA","385.53"
"2016-02-12","SMA","377"
"2016-02-13","EWMA","384.55"
"2016-02-13","SMA","378"
"2016-02-14","EWMA","383.83"
"2016-02-14","SMA","379"
"2016-02-15","EWMA","383.46"
"2016-02-15","SMA","381"
"2016-02-16","EWMA","383.40"
"2016-02-16","SMA","383"
"2016-02-17","EWMA","383.74"
"2016-02-17","SMA","386"
"2016-02-18","EWMA","384.42"
"2016-02-18","SMA","389"
"2016-02-19","EWMA","385.28"
"2016-02-19","SMA","391"
"2016-02-20","EWMA","386.41"
"2016-02-20","SMA","394"
"2016-02-21","EWMA","387.92"
"2016-02-21","SMA","398"
"2016-02-22","EWMA","389.88"
"2016-02-22","SMA","403"
"2016-02-23","EWMA","392.11"
"2016-02-23","SMA","407"
"2016-02-24","EWMA","394.44"
"2016-02-24","SMA","410"
"2016-02-25","EWMA","396.98"
"2016-02-25","SMA","414"
"2016-02-26","EWMA","399.58"
"2016-02-26","SMA","417"
"2016-02-27","EWMA","402.23"
"2016-02-27","SMA","420"
"2016-02-28","EWMA","404.93"
"2016-02-28","SMA","423"
"2016-02-29","EWMA","407.54"
"2016-02-29","SMA","425"
"2016-03-01","EWMA","410.20"
"2016-03-01","SMA","428"
"2016-03-02","EWMA","412.77"
"2016-03-02","SMA","430"
"2016-03-03","EWMA","415.01"
"2016-03-03","SMA","430"
"2016-03-04","EWMA","416.96"
"2016-03-04","SMA","430"
"2016-03-05","EWMA","418.53"
"2016-03-05","SMA","429"
"2016-03-06","EWMA","419.63"
"2016-03-06","SMA","427"
"2016-03-07","EWMA","420.33"
"2016-03-07","SMA","425"
"2016-03-08","EWMA","420.68"
"2016-03-08","SMA","423"
"2016-03-09","EWMA","420.85"
"2016-03-09","SMA","422"
"2016-03-10","EWMA","421.00"
"2016-03-10","SMA","422"
"2016-03-11","EWMA","421.00"
"2016-03-11","SMA","421"
"2016-03-12","EWMA","420.87"
"2016-03-12","SMA","420"
"2016-03-13","EWMA","420.63"
"2016-03-13","SMA","419"
"2016-03-14","EWMA","420.29"
"2016-03-14","SMA","418"
"2016-03-15","EWMA","419.73"
"2016-03-15","SMA","416"
"2016-03-16","EWMA","419.12"
"2016-03-16","SMA","415"
"2016-03-17","EWMA","418.45"
"2016-03-17","SMA","414"
"2016-03-18","EWMA","417.87"
"2016-03-18","SMA","414"
"2016-03-19","EWMA","417.37"
"2016-03-19","SMA","414"
"2016-03-20","EWMA","417.06"
"2016-03-20","SMA","415"
"2016-03-21","EWMA","416.79"
"2016-03-21","SMA","415"
"2016-03-22","EWMA","416.56"
"2016-03-22","SMA","415"
"2016-03-23","EWMA","416.36"
"2016-03-23","SMA","415"
"2016-03-24","EWMA","416.31"
"2016-03-24","SMA","416"
"2016-03-25","EWMA","416.27"
"2016-03-25","SMA","416"
"2016-03-26","EWMA","416.10"
"2016-03-26","SMA","415"
"2016-03-27","EWMA","416.09"
"2016-03-27","SMA","416"
"2016-03-28","EWMA","416.21"
"2016-03-28","SMA","417"
"2016-03-29","EWMA","416.31"
"2016-03-29","SMA","417"
"2016-03-30","EWMA","416.40"
"2016-03-30","SMA","417"
"2016-03-31","EWMA","416.48"
"2016-03-31","SMA","417"
"2016-04-01","EWMA","416.55"
"2016-04-01","SMA","417"
"2016-04-02","EWMA","416.61"
"2016-04-02","SMA","417"
"2016-04-03","EWMA","416.79"
"2016-04-03","SMA","418"
"2016-04-04","EWMA","417.08"
"2016-04-04","SMA","419"
"2016-04-05","EWMA","417.33"
"2016-04-05","SMA","419"
"2016-04-06","EWMA","417.68"
"2016-04-06","SMA","420"
"2016-04-07","EWMA","417.98"
"2016-04-07","SMA","420"
"2016-04-08","EWMA","418.24"
"2016-04-08","SMA","420"
"2016-04-09","EWMA","418.60"
"2016-04-09","SMA","421"
"2016-04-10","EWMA","418.91"
"2016-04-10","SMA","421"
"2016-04-11","EWMA","419.05"
"2016-04-11","SMA","420"
"2016-04-12","EWMA","419.17"
"2016-04-12","SMA","420"
"2016-04-13","EWMA","419.41"
"2016-04-13","SMA","421"
"2016-04-14","EWMA","419.62"
"2016-04-14","SMA","421"
"2016-04-15","EWMA","419.93"
"2016-04-15","SMA","422"
"2016-04-16","EWMA","420.33"
"2016-04-16","SMA","423"
"2016-04-17","EWMA","420.81"
"2016-04-17","SMA","424"
"2016-04-18","EWMA","421.22"
"2016-04-18","SMA","424"
"2016-04-19","EWMA","421.71"
"2016-04-19","SMA","425"
"2016-04-20","EWMA","422.14"
"2016-04-20","SMA","425"
"2016-04-21","EWMA","422.77"
"2016-04-21","SMA","427"
"2016-04-22","EWMA","423.58"
"2016-04-22","SMA","429"
"2016-04-23","EWMA","424.41"
"2016-04-23","SMA","430"
"2016-04-24","EWMA","425.53"
"2016-04-24","SMA","433"
"2016-04-25","EWMA","426.76"
"2016-04-25","SMA","435"
"2016-04-26","EWMA","428.22"
"2016-04-26","SMA","438"
"2016-04-27","EWMA","429.88"
"2016-04-27","SMA","441"
"2016-04-28","EWMA","431.46"
"2016-04-28","SMA","442"
"2016-04-29","EWMA","433.09"
"2016-04-29","SMA","444"
"2016-04-30","EWMA","434.77"
"2016-04-30","SMA","446"
"2016-05-01","EWMA","436.36"
"2016-05-01","SMA","447"
"2016-05-02","EWMA","438.00"
"2016-05-02","SMA","449"
"2016-05-03","EWMA","439.56"
"2016-05-03","SMA","450"
"2016-05-04","EWMA","441.05"
"2016-05-04","SMA","451"
"2016-05-05","EWMA","442.47"
"2016-05-05","SMA","452"
"2016-05-06","EWMA","443.58"
"2016-05-06","SMA","451"
"2016-05-07","EWMA","444.67"
"2016-05-07","SMA","452"
"2016-05-08","EWMA","445.75"
"2016-05-08","SMA","453"
"2016-05-09","EWMA","446.69"
"2016-05-09","SMA","453"
"2016-05-10","EWMA","447.51"
"2016-05-10","SMA","453"
"2016-05-11","EWMA","448.09"
"2016-05-11","SMA","452"
"2016-05-12","EWMA","448.60"
"2016-05-12","SMA","452"
"2016-05-13","EWMA","449.17"
"2016-05-13","SMA","453"
"2016-05-14","EWMA","449.67"
"2016-05-14","SMA","453"
"2016-05-15","EWMA","450.10"
"2016-05-15","SMA","453"
"2016-05-16","EWMA","450.61"
"2016-05-16","SMA","454"
"2016-05-17","EWMA","451.18"
"2016-05-17","SMA","455"
"2016-05-18","EWMA","451.68"
"2016-05-18","SMA","455"
"2016-05-19","EWMA","452.11"
"2016-05-19","SMA","455"
"2016-05-20","EWMA","452.49"
"2016-05-20","SMA","455"
"2016-05-21","EWMA","452.56"
"2016-05-21","SMA","453"
"2016-05-22","EWMA","452.49"
"2016-05-22","SMA","452"
"2016-05-23","EWMA","452.30"
"2016-05-23","SMA","451"
"2016-05-24","EWMA","452.00"
"2016-05-24","SMA","450"
"2016-05-25","EWMA","451.74"
"2016-05-25","SMA","450"
"2016-05-26","EWMA","451.38"
"2016-05-26","SMA","449"
"2016-05-27","EWMA","451.07"
"2016-05-27","SMA","449"
"2016-05-28","EWMA","450.93"
"2016-05-28","SMA","450"
"2016-05-29","EWMA","451.59"
"2016-05-29","SMA","456"
"2016-05-30","EWMA","452.81"
"2016-05-30","SMA","461"
"2016-05-31","EWMA","454.52"
"2016-05-31","SMA","466"
"2016-06-01","EWMA","456.79"
"2016-06-01","SMA","472"
"2016-06-02","EWMA","459.55"
"2016-06-02","SMA","478"
"2016-06-03","EWMA","462.86"
"2016-06-03","SMA","485"
"2016-06-04","EWMA","466.91"
"2016-06-04","SMA","494"
"2016-06-05","EWMA","471.60"
"2016-06-05","SMA","503"
"2016-06-06","EWMA","476.98"
"2016-06-06","SMA","513"
"2016-06-07","EWMA","482.96"
"2016-06-07","SMA","523"
"2016-06-08","EWMA","489.34"
"2016-06-08","SMA","532"
"2016-06-09","EWMA","496.19"
"2016-06-09","SMA","542"
"2016-06-10","EWMA","503.19"
"2016-06-10","SMA","550"
"2016-06-11","EWMA","510.32"
"2016-06-11","SMA","558"
"2016-06-12","EWMA","517.17"
"2016-06-12","SMA","563"
"2016-06-13","EWMA","524.56"
"2016-06-13","SMA","574"
"2016-06-14","EWMA","532.55"
"2016-06-14","SMA","586"
"2016-06-15","EWMA","540.93"
"2016-06-15","SMA","597"
"2016-06-16","EWMA","549.65"
"2016-06-16","SMA","608"
"2016-06-17","EWMA","559.45"
"2016-06-17","SMA","625"
"2016-06-18","EWMA","569.53"
"2016-06-18","SMA","637"
"2016-06-19","EWMA","579.99"
"2016-06-19","SMA","650"
"2016-06-20","EWMA","590.91"
"2016-06-20","SMA","664"
"2016-06-21","EWMA","601.84"
"2016-06-21","SMA","675"
"2016-06-22","EWMA","612.13"
"2016-06-22","SMA","681"
"2016-06-23","EWMA","621.21"
"2016-06-23","SMA","682"
"2016-06-24","EWMA","629.63"
"2016-06-24","SMA","686"
"2016-06-25","EWMA","637.74"
"2016-06-25","SMA","692"
"2016-06-26","EWMA","645.31"
"2016-06-26","SMA","696"
"2016-06-27","EWMA","651.51"
"2016-06-27","SMA","693"
"2016-06-28","EWMA","656.51"
"2016-06-28","SMA","690"
"2016-06-29","EWMA","660.47"
"2016-06-29","SMA","687"
"2016-06-30","EWMA","663.40"
"2016-06-30","SMA","683"
"2016-07-01","EWMA","665.04"
"2016-07-01","SMA","676"
"2016-07-02","EWMA","665.81"
"2016-07-02","SMA","671"
"2016-07-03","EWMA","665.96"
"2016-07-03","SMA","667"
"2016-07-04","EWMA","665.19"
"2016-07-04","SMA","660"
"2016-07-05","EWMA","664.00"
"2016-07-05","SMA","656"
"2016-07-06","EWMA","662.96"
"2016-07-06","SMA","656"
"2016-07-07","EWMA","662.84"
"2016-07-07","SMA","662"
"2016-07-08","EWMA","662.86"
"2016-07-08","SMA","663"
"2016-07-09","EWMA","662.88"
"2016-07-09","SMA","663"
"2016-07-10","EWMA","662.77"
"2016-07-10","SMA","662"
"2016-07-11","EWMA","662.93"
"2016-07-11","SMA","664"
"2016-07-12","EWMA","662.94"
"2016-07-12","SMA","663"
"2016-07-13","EWMA","663.21"
"2016-07-13","SMA","665"
"2016-07-14","EWMA","663.57"
"2016-07-14","SMA","666"
"2016-07-15","EWMA","663.63"
"2016-07-15","SMA","664"
"2016-07-16","EWMA","663.68"
"2016-07-16","SMA","664"
"2016-07-17","EWMA","663.20"
"2016-07-17","SMA","660"
"2016-07-18","EWMA","663.04"
"2016-07-18","SMA","662"
"2016-07-19","EWMA","662.77"
"2016-07-19","SMA","661"
"2016-07-20","EWMA","662.54"
"2016-07-20","SMA","661"
"2016-07-21","EWMA","662.34"
"2016-07-21","SMA","661"
"2016-07-22","EWMA","662.30"
"2016-07-22","SMA","662"
"2016-07-23","EWMA","662.13"
"2016-07-23","SMA","661"
"2016-07-24","EWMA","661.98"
"2016-07-24","SMA","661"
"2016-07-25","EWMA","661.98"
"2016-07-25","SMA","662"
"2016-07-26","EWMA","662.11"
"2016-07-26","SMA","663"
"2016-07-27","EWMA","662.10"
"2016-07-27","SMA","662"
"2016-07-28","EWMA","662.09"
"2016-07-28","SMA","662"
"2016-07-29","EWMA","662.08"
"2016-07-29","SMA","662"
"2016-07-30","EWMA","661.94"
"2016-07-30","SMA","661"
"2016-07-31","EWMA","661.82"
"2016-07-31","SMA","661"
"2016-08-01","EWMA","661.19"
"2016-08-01","SMA","657"
"2016-08-02","EWMA","660.00"
"2016-08-02","SMA","652"
"2016-08-03","EWMA","657.79"
"2016-08-03","SMA","643"
"2016-08-04","EWMA","654.96"
"2016-08-04","SMA","636"
"2016-08-05","EWMA","651.72"
"2016-08-05","SMA","630"
"2016-08-06","EWMA","648.12"
"2016-08-06","SMA","624"
"2016-08-07","EWMA","644.46"
"2016-08-07","SMA","620"
"2016-08-08","EWMA","640.63"
"2016-08-08","SMA","615"
"2016-08-09","EWMA","636.65"
"2016-08-09","SMA","610"
"2016-08-10","EWMA","632.67"
"2016-08-10","SMA","606"
"2016-08-11","EWMA","628.55"
"2016-08-11","SMA","601"
"2016-08-12","EWMA","624.32"
"2016-08-12","SMA","596"
"2016-08-13","EWMA","620.12"
"2016-08-13","SMA","592"
"2016-08-14","EWMA","615.81"
"2016-08-14","SMA","587"
"2016-08-15","EWMA","611.54"
"2016-08-15","SMA","583"
"2016-08-16","EWMA","607.44"
"2016-08-16","SMA","580"
"2016-08-17","EWMA","604.13"
"2016-08-17","SMA","582"
"2016-08-18","EWMA","601.38"
"2016-08-18","SMA","583"
"2016-08-19","EWMA","598.86"
"2016-08-19","SMA","582"
"2016-08-20","EWMA","596.67"
"2016-08-20","SMA","582"
"2016-08-21","EWMA","594.76"
"2016-08-21","SMA","582"
"2016-08-22","EWMA","592.97"
"2016-08-22","SMA","581"
"2016-08-23","EWMA","591.41"
"2016-08-23","SMA","581"
"2016-08-24","EWMA","589.93"
"2016-08-24","SMA","580"
"2016-08-25","EWMA","588.64"
"2016-08-25","SMA","580"
"2016-08-26","EWMA","587.39"
"2016-08-26","SMA","579"
"2016-08-27","EWMA","586.17"
"2016-08-27","SMA","578"
"2016-08-28","EWMA","584.98"
"2016-08-28","SMA","577"
"2016-08-29","EWMA","583.94"
"2016-08-29","SMA","577"
"2016-08-30","EWMA","583.17"
"2016-08-30","SMA","578"
"2016-08-31","EWMA","582.50"
"2016-08-31","SMA","578"
"2016-09-01","EWMA","581.92"
"2016-09-01","SMA","578"
"2016-09-02","EWMA","581.41"
"2016-09-02","SMA","578"
"2016-09-03","EWMA","580.97"
"2016-09-03","SMA","578"
"2016-09-04","EWMA","580.71"
"2016-09-04","SMA","579"
"2016-09-05","EWMA","580.75"
"2016-09-05","SMA","581"
"2016-09-06","EWMA","580.91"
"2016-09-06","SMA","582"
"2016-09-07","EWMA","581.31"
"2016-09-07","SMA","584"
"2016-09-08","EWMA","582.05"
"2016-09-08","SMA","587"
"2016-09-09","EWMA","583.08"
"2016-09-09","SMA","590"
"2016-09-10","EWMA","584.37"
"2016-09-10","SMA","593"
"2016-09-11","EWMA","586.01"
"2016-09-11","SMA","597"
"2016-09-12","EWMA","587.70"
"2016-09-12","SMA","599"
"2016-09-13","EWMA","589.56"
"2016-09-13","SMA","602"
"2016-09-14","EWMA","591.44"
"2016-09-14","SMA","604"
"2016-09-15","EWMA","593.46"
"2016-09-15","SMA","607"
"2016-09-16","EWMA","595.48"
"2016-09-16","SMA","609"
"2016-09-17","EWMA","597.50"
"2016-09-17","SMA","611"
"2016-09-18","EWMA","599.39"
"2016-09-18","SMA","612"
"2016-09-19","EWMA","601.03"
"2016-09-19","SMA","612"
"2016-09-20","EWMA","602.46"
"2016-09-20","SMA","612"
"2016-09-21","EWMA","603.70"
"2016-09-21","SMA","612"
"2016-09-22","EWMA","604.65"
"2016-09-22","SMA","611"
"2016-09-23","EWMA","605.22"
"2016-09-23","SMA","609"
"2016-09-24","EWMA","605.45"
"2016-09-24","SMA","607"
"2016-09-25","EWMA","605.52"
"2016-09-25","SMA","606"
"2016-09-26","EWMA","605.45"
"2016-09-26","SMA","605"
"2016-09-27","EWMA","605.39"
"2016-09-27","SMA","605"
"2016-09-28","EWMA","605.34"
"2016-09-28","SMA","605"
"2016-09-29","EWMA","605.30"
"2016-09-29","SMA","605"
"2016-09-30","EWMA","605.26"
"2016-09-30","SMA","605"
"2016-10-01","EWMA","605.23"
"2016-10-01","SMA","605"
"2016-10-02","EWMA","605.20"
"2016-10-02","SMA","605"
"2016-10-03","EWMA","605.17"
"2016-10-03","SMA","605"
"2016-10-04","EWMA","605.28"
"2016-10-04","SMA","606"
"2016-10-05","EWMA","605.37"
"2016-10-05","SMA","606"
"2016-10-06","EWMA","605.58"
"2016-10-06","SMA","607"
"2016-10-07","EWMA","605.89"
"2016-10-07","SMA","608"
"2016-10-08","EWMA","606.29"
"2016-10-08","SMA","609"
"2016-10-09","EWMA","606.77"
"2016-10-09","SMA","610"
"2016-10-10","EWMA","607.32"
"2016-10-10","SMA","611"
"2016-10-11","EWMA","607.93"
"2016-10-11","SMA","612"
"2016-10-12","EWMA","608.85"
"2016-10-12","SMA","615"
"2016-10-13","EWMA","609.91"
"2016-10-13","SMA","617"
"2016-10-14","EWMA","611.09"
"2016-10-14","SMA","619"
"2016-10-15","EWMA","612.38"
"2016-10-15","SMA","621"
"2016-10-16","EWMA","613.76"
"2016-10-16","SMA","623"
"2016-10-17","EWMA","615.22"
"2016-10-17","SMA","625"
"2016-10-18","EWMA","616.75"
"2016-10-18","SMA","627"
"2016-10-19","EWMA","618.34"
"2016-10-19","SMA","629"
"2016-10-20","EWMA","619.99"
"2016-10-20","SMA","631"
"2016-10-21","EWMA","621.55"
"2016-10-21","SMA","632"
"2016-10-22","EWMA","623.04"
"2016-10-22","SMA","633"
"2016-10-23","EWMA","624.72"
"2016-10-23","SMA","636"
"2016-10-24","EWMA","626.58"
"2016-10-24","SMA","639"
"2016-10-25","EWMA","628.45"
"2016-10-25","SMA","641"
"2016-10-26","EWMA","630.21"
"2016-10-26","SMA","642"
"2016-10-27","EWMA","632.13"
"2016-10-27","SMA","645"
"2016-10-28","EWMA","634.32"
"2016-10-28","SMA","649"
"2016-10-29","EWMA","636.62"
"2016-10-29","SMA","652"
"2016-10-30","EWMA","639.40"
"2016-10-30","SMA","658"
"2016-10-31","EWMA","642.34"
"2016-10-31","SMA","662"
"2016-11-01","EWMA","645.55"
"2016-11-01","SMA","667"
"2016-11-02","EWMA","649.12"
"2016-11-02","SMA","673"
"2016-11-03","EWMA","653.26"
"2016-11-03","SMA","681"
"2016-11-04","EWMA","657.39"
"2016-11-04","SMA","685"
"2016-11-05","EWMA","661.63"
"2016-11-05","SMA","690"
"2016-11-06","EWMA","665.71"
"2016-11-06","SMA","693"
"2016-11-07","EWMA","669.78"
"2016-11-07","SMA","697"
"2016-11-08","EWMA","673.84"
"2016-11-08","SMA","701"
"2016-11-09","EWMA","677.89"
"2016-11-09","SMA","705"
"2016-11-10","EWMA","681.80"
"2016-11-10","SMA","708"
"2016-11-11","EWMA","685.47"
"2016-11-11","SMA","710"
"2016-11-12","EWMA","688.92"
"2016-11-12","SMA","712"
"2016-11-13","EWMA","691.79"
"2016-11-13","SMA","711"
"2016-11-14","EWMA","694.29"
"2016-11-14","SMA","711"
"2016-11-15","EWMA","696.46"
"2016-11-15","SMA","711"
"2016-11-16","EWMA","698.22"
"2016-11-16","SMA","710"
"2016-11-17","EWMA","699.75"
"2016-11-17","SMA","710"
"2016-11-18","EWMA","701.60"
"2016-11-18","SMA","714"
"2016-11-19","EWMA","703.60"
"2016-11-19","SMA","717"
"2016-11-20","EWMA","705.86"
"2016-11-20","SMA","721"
"2016-11-21","EWMA","707.96"
"2016-11-21","SMA","722"
"2016-11-22","EWMA","710.18"
"2016-11-22","SMA","725"
"2016-11-23","EWMA","712.50"
"2016-11-23","SMA","728"
"2016-11-24","EWMA","714.65"
"2016-11-24","SMA","729"
"2016-11-25","EWMA","716.78"
"2016-11-25","SMA","731"
"2016-11-26","EWMA","718.89"
"2016-11-26","SMA","733"
"2016-11-27","EWMA","720.98"
"2016-11-27","SMA","735"
"2016-11-28","EWMA","723.06"
"2016-11-28","SMA","737"
"2016-11-29","EWMA","725.13"
"2016-11-29","SMA","739"
"2016-11-30","EWMA","727.19"
"2016-11-30","SMA","741"
"2016-12-01","EWMA","728.99"
"2016-12-01","SMA","741"
"2016-12-02","EWMA","730.68"
"2016-12-02","SMA","742"
"2016-12-03","EWMA","732.41"
"2016-12-03","SMA","744"
"2016-12-04","EWMA","734.18"
"2016-12-04","SMA","746"
"2016-12-05","EWMA","736.11"
"2016-12-05","SMA","749"
"2016-12-06","EWMA","737.92"
"2016-12-06","SMA","750"
"2016-12-07","EWMA","739.62"
"2016-12-07","SMA","751"
"2016-12-08","EWMA","741.36"
"2016-12-08","SMA","753"
"2016-12-09","EWMA","743.13"
"2016-12-09","SMA","755"
"2016-12-10","EWMA","744.93"
"2016-12-10","SMA","757"
"2016-12-11","EWMA","746.89"
"2016-12-11","SMA","760"
"2016-12-12","EWMA","748.98"
"2016-12-12","SMA","763"
"2016-12-13","EWMA","751.19"
"2016-12-13","SMA","766"
"2016-12-14","EWMA","753.51"
"2016-12-14","SMA","769"
"2016-12-15","EWMA","755.78"
"2016-12-15","SMA","771"
"2016-12-16","EWMA","758.02"
"2016-12-16","SMA","773"
"2016-12-17","EWMA","760.10"
"2016-12-17","SMA","774"
"2016-12-18","EWMA","762.04"
"2016-12-18","SMA","775"
"2016-12-19","EWMA","763.85"
"2016-12-19","SMA","776"
"2016-12-20","EWMA","765.82"
"2016-12-20","SMA","779"
"2016-12-21","EWMA","767.79"
"2016-12-21","SMA","781"
"2016-12-22","EWMA","770.16"
"2016-12-22","SMA","786"
"2016-12-23","EWMA","773.13"
"2016-12-23","SMA","793"
"2016-12-24","EWMA","777.01"
"2016-12-24","SMA","803"
"2016-12-25","EWMA","781.56"
"2016-12-25","SMA","812"
"2016-12-26","EWMA","786.69"
"2016-12-26","SMA","821"
"2016-12-27","EWMA","792.32"
"2016-12-27","SMA","830"
"2016-12-28","EWMA","798.65"
"2016-12-28","SMA","841"
"2016-12-29","EWMA","805.98"
"2016-12-29","SMA","855"
"2016-12-30","EWMA","814.17"
"2016-12-30","SMA","869"
"2016-12-31","EWMA","822.99"
"2016-12-31","SMA","882"
"2017-01-01","EWMA","832.22"
"2017-01-01","SMA","894"
"2017-01-02","EWMA","842.20"
"2017-01-02","SMA","909"
"2017-01-03","EWMA","852.96"
"2017-01-03","SMA","925"
"2017-01-04","EWMA","864.67"
"2017-01-04","SMA","943"
"2017-01-05","EWMA","877.71"
"2017-01-05","SMA","965"
"2017-01-06","EWMA","890.49"
"2017-01-06","SMA","976"
"2017-01-07","EWMA","901.48"
"2017-01-07","SMA","975"
"2017-01-08","EWMA","911.04"
"2017-01-08","SMA","975"
"2017-01-09","EWMA","919.48"
"2017-01-09","SMA","976"
"2017-01-10","EWMA","926.83"
"2017-01-10","SMA","976"
"2017-01-11","EWMA","932.96"
"2017-01-11","SMA","974"
"2017-01-12","EWMA","936.48"
"2017-01-12","SMA","960"
"2017-01-13","EWMA","937.98"
"2017-01-13","SMA","948"
"2017-01-14","EWMA","937.98"
"2017-01-14","SMA","938"
"2017-01-15","EWMA","936.68"
"2017-01-15","SMA","928"
"2017-01-16","EWMA","933.86"
"2017-01-16","SMA","915"
"2017-01-17","EWMA","929.72"
"2017-01-17","SMA","902"
"2017-01-18","EWMA","924.82"
"2017-01-18","SMA","892"
"2017-01-19","EWMA","918.08"
"2017-01-19","SMA","873"
"2017-01-20","EWMA","911.18"
"2017-01-20","SMA","865"
"2017-01-21","EWMA","905.05"
"2017-01-21","SMA","864"
"2017-01-22","EWMA","899.84"
"2017-01-22","SMA","865"
"2017-01-23","EWMA","895.44"
"2017-01-23","SMA","866"
"2017-01-24","EWMA","891.74"
